Customer ID,Comfort,Fit & Sizing,Preferred Pieces,Design & Style,Material Quality,Color & Patterns,Additional Aspects,Fashion Type
1461,5,2,Sweat-wicking Tee,Artistic,Average,Purple,Dissatisfied,Casual
395,4,2,Athletic Jacket,Simple,Good,Brown,Dissatisfied,Casual
2207,4,5,Tuxedo,Elegant,Excellent,Blue,Dissatisfied,Formal
553,3,1,Casual Dress,Artistic,Good,Brown,Satisfied,Casual
8957,3,1,Yoga Pants,Stylish,Good,Floral,Satisfied,Athleisure
7110,3,3,Hoodie,Stylish,Good,Green,Dissatisfied,Streetwear
2864,4,5,Suit,Elegant,Excellent,Blue,Dissatisfied,Formal
6330,2,3,Snapback,Bold Graphics,Good,Gray,Dissatisfied,Streetwear
2921,4,4,Suit,Elegant,Excellent,White,Satisfied,Formal
7902,4,4,Snapback,Bold Graphics,Good,Brown,Dissatisfied,Streetwear
143,5,2,Track Pants,Simple,Average,Brown,Dissatisfied,Casual
4072,5,2,Embroidered Skirt,Artistic,Excellent,Navy,Dissatisfied,Bohemian
6009,4,4,Hoodie,Stylish,Good,Red,Satisfied,Streetwear
4030,4,3,Maxi Dress,Artistic,Excellent,Navy,Satisfied,Bohemian
554,5,3,Dress Shirt,Simple,Good,Pink,Satisfied,Casual
6181,3,3,Joggers,Bold Graphics,Excellent,Pink,Satisfied,Streetwear
2957,5,5,Formal Shirt,Elegant,Excellent,Purple,Satisfied,Formal
5850,5,4,Boho Blouse,Artistic,Excellent,Purple,Dissatisfied,Bohemian
6539,5,3,Joggers,Stylish,Excellent,White,Satisfied,Streetwear
9964,4,1,Leggings,Stylish,Average,Brown,Dissatisfied,Athleisure
4361,4,3,Embroidered Skirt,Artistic,Good,Brown,Satisfied,Bohemian
5034,5,4,Maxi Dress,Artistic,Good,Red,Satisfied,Bohemian
9271,3,3,Leggings,Stylish,Average,Navy,Dissatisfied,Athleisure
2108,5,4,Formal Shirt,Elegant,Excellent,Pink,Dissatisfied,Formal
2782,4,5,Formal Shirt,Elegant,Excellent,Purple,Satisfied,Formal
2372,4,4,Tuxedo,Elegant,Excellent,Blue,Satisfied,Formal
7315,3,3,Joggers,Stylish,Excellent,Gray,Satisfied,Streetwear
8746,5,1,Leggings,Bold Graphics,Good,Navy,Dissatisfied,Athleisure
5809,3,4,Maxi Dress,Artistic,Good,Red,Dissatisfied,Bohemian
6286,2,3,Joggers,Bold Graphics,Excellent,Brown,Satisfied,Streetwear
3615,5,5,Tuxedo,Elegant,Excellent,Purple,Satisfied,Formal
9493,4,1,Leggings,Bold Graphics,Average,Beige,Satisfied,Athleisure
4098,4,2,Maxi Dress,Artistic,Excellent,Beige,Dissatisfied,Bohemian
1488,4,2,Maxi Skirt,Artistic,Average,Green,Dissatisfied,Casual
4097,5,4,Embroidered Skirt,Artistic,Good,Blue,Satisfied,Bohemian
8222,3,2,Yoga Pants,Bold Graphics,Average,Purple,Dissatisfied,Athleisure
6058,3,4,Snapback,Stylish,Good,Black,Satisfied,Streetwear
6990,4,3,Snapback,Stylish,Excellent,Purple,Satisfied,Streetwear
3255,4,4,Formal Shirt,Elegant,Excellent,Green,Satisfied,Formal
2005,5,5,Suit,Elegant,Excellent,Gray,Dissatisfied,Formal
9178,3,3,Leggings,Bold Graphics,Average,Yellow,Dissatisfied,Athleisure
4840,5,4,Embroidered Skirt,Artistic,Excellent,Pink,Dissatisfied,Bohemian
2727,5,4,Formal Shirt,Elegant,Excellent,Blue,Satisfied,Formal
360,4,3,Tunic,Simple,Good,Yellow,Dissatisfied,Casual
7806,3,3,Joggers,Stylish,Excellent,Yellow,Satisfied,Streetwear
198,4,1,Snapback,Artistic,Good,Blue,Dissatisfied,Casual
5263,5,3,Maxi Dress,Artistic,Excellent,Purple,Satisfied,Bohemian
2459,4,4,Suit,Elegant,Excellent,Gray,Dissatisfied,Formal
5051,3,4,Boho Blouse,Artistic,Excellent,Pink,Satisfied,Bohemian
4309,5,2,Maxi Dress,Artistic,Good,Blue,Satisfied,Bohemian
2701,4,4,Formal Shirt,Elegant,Excellent,Yellow,Dissatisfied,Formal
8930,3,3,Sweat-wicking Tee,Stylish,Average,White,Satisfied,Athleisure
6176,2,3,Joggers,Stylish,Good,Red,Dissatisfied,Streetwear
4141,4,2,Maxi Dress,Artistic,Excellent,Floral,Dissatisfied,Bohemian
2088,5,5,Tuxedo,Elegant,Excellent,Beige,Dissatisfied,Formal
1018,4,1,T-shirt,Simple,Good,Navy,Dissatisfied,Casual
2563,4,4,Tuxedo,Elegant,Excellent,Blue,Dissatisfied,Formal
3118,4,5,Suit,Elegant,Excellent,Black,Satisfied,Formal
4516,5,4,Maxi Dress,Artistic,Excellent,Yellow,Dissatisfied,Bohemian
5380,5,2,Maxi Dress,Artistic,Good,Gray,Satisfied,Bohemian
5272,4,3,Embroidered Skirt,Artistic,Good,Black,Satisfied,Bohemian
8001,3,3,Sweat-wicking Tee,Stylish,Average,Navy,Dissatisfied,Athleisure
1072,5,3,Polo Shirt,Artistic,Good,Brown,Dissatisfied,Casual
3145,4,4,Suit,Elegant,Excellent,Black,Dissatisfied,Formal
8722,5,2,Leggings,Stylish,Average,Pink,Dissatisfied,Athleisure
7139,3,4,Joggers,Bold Graphics,Good,Pink,Satisfied,Streetwear
2855,4,4,Formal Shirt,Elegant,Excellent,Yellow,Satisfied,Formal
4092,4,2,Boho Blouse,Artistic,Good,Purple,Satisfied,Bohemian
3696,5,5,Suit,Elegant,Excellent,Gray,Dissatisfied,Formal
9142,4,1,Yoga Pants,Stylish,Good,Brown,Dissatisfied,Athleisure
6148,2,3,Joggers,Bold Graphics,Good,Gray,Dissatisfied,Streetwear
9626,3,2,Leggings,Bold Graphics,Average,Blue,Dissatisfied,Athleisure
4255,3,2,Embroidered Skirt,Artistic,Excellent,Brown,Satisfied,Bohemian
2125,4,4,Formal Shirt,Elegant,Excellent,Red,Satisfied,Formal
4728,4,2,Maxi Dress,Artistic,Good,Red,Dissatisfied,Bohemian
8478,5,3,Yoga Pants,Stylish,Good,Navy,Satisfied,Athleisure
3171,5,5,Tuxedo,Elegant,Excellent,Floral,Dissatisfied,Formal
7684,3,4,Joggers,Bold Graphics,Good,Blue,Satisfied,Streetwear
3845,5,5,Tuxedo,Elegant,Excellent,Pink,Dissatisfied,Formal
7646,2,3,Hoodie,Stylish,Good,Brown,Satisfied,Streetwear
8904,4,1,Sweat-wicking Tee,Bold Graphics,Average,Black,Dissatisfied,Athleisure
9984,4,1,Leggings,Stylish,Average,Brown,Satisfied,Athleisure
3804,4,5,Formal Shirt,Elegant,Excellent,Red,Dissatisfied,Formal
2569,5,4,Tuxedo,Elegant,Excellent,Navy,Satisfied,Formal
7271,3,3,Joggers,Bold Graphics,Excellent,Pink,Satisfied,Streetwear
7766,4,4,Hoodie,Stylish,Good,Blue,Satisfied,Streetwear
7307,5,4,Joggers,Bold Graphics,Good,Beige,Satisfied,Streetwear
4224,3,3,Maxi Dress,Artistic,Good,Floral,Dissatisfied,Bohemian
542,5,3,Jeans,Simple,Average,Blue,Satisfied,Casual
452,5,1,Cocktail Dress,Artistic,Average,Beige,Satisfied,Casual
9653,3,1,Yoga Pants,Stylish,Average,Blue,Dissatisfied,Athleisure
8641,5,1,Yoga Pants,Bold Graphics,Good,Floral,Dissatisfied,Athleisure
5536,3,3,Maxi Dress,Artistic,Good,Black,Satisfied,Bohemian
8625,5,3,Leggings,Stylish,Average,Floral,Dissatisfied,Athleisure
7614,4,4,Joggers,Stylish,Good,Beige,Satisfied,Streetwear
127,5,3,Cocktail Dress,Artistic,Good,Gray,Dissatisfied,Casual
3373,4,5,Tuxedo,Elegant,Excellent,Yellow,Dissatisfied,Formal
4557,4,3,Maxi Dress,Artistic,Excellent,Navy,Dissatisfied,Bohemian
933,4,1,Track Pants,Artistic,Good,Gray,Dissatisfied,Casual
1830,3,3,Graphic Tee,Simple,Good,Pink,Dissatisfied,Casual
1483,3,3,Boho Skirt,Simple,Average,Green,Dissatisfied,Casual
1433,3,3,Button-up Shirt,Artistic,Good,Yellow,Satisfied,Casual
3528,5,4,Formal Shirt,Elegant,Excellent,Purple,Satisfied,Formal
8049,3,2,Leggings,Bold Graphics,Average,Beige,Satisfied,Athleisure
4787,4,4,Boho Blouse,Artistic,Excellent,Pink,Dissatisfied,Bohemian
29,5,1,Boho Skirt,Simple,Average,Navy,Satisfied,Casual
2020,5,5,Tuxedo,Elegant,Excellent,Purple,Satisfied,Formal
170,5,2,Blazer,Simple,Average,Floral,Satisfied,Casual
4288,5,2,Maxi Dress,Artistic,Good,Blue,Satisfied,Bohemian
6143,4,3,Snapback,Stylish,Excellent,Black,Dissatisfied,Streetwear
8734,3,2,Sweat-wicking Tee,Stylish,Good,Pink,Dissatisfied,Athleisure
7677,4,4,Snapback,Stylish,Good,White,Satisfied,Streetwear
8406,5,3,Yoga Pants,Bold Graphics,Good,Purple,Satisfied,Athleisure
993,5,1,T-shirt,Simple,Good,Yellow,Dissatisfied,Casual
6737,5,4,Hoodie,Bold Graphics,Excellent,Purple,Satisfied,Streetwear
8195,5,2,Yoga Pants,Bold Graphics,Good,Blue,Satisfied,Athleisure
3952,4,5,Formal Shirt,Elegant,Excellent,Blue,Satisfied,Formal
4372,4,2,Embroidered Skirt,Artistic,Good,White,Dissatisfied,Bohemian
1529,4,2,Suit,Simple,Average,Navy,Dissatisfied,Casual
424,4,3,Cargo Pants,Artistic,Average,Pink,Satisfied,Casual
2690,5,5,Suit,Elegant,Excellent,Navy,Dissatisfied,Formal
6961,4,3,Joggers,Bold Graphics,Good,Beige,Dissatisfied,Streetwear
3581,4,4,Formal Shirt,Elegant,Excellent,Purple,Satisfied,Formal
8422,3,2,Yoga Pants,Stylish,Average,Green,Dissatisfied,Athleisure
2640,4,4,Formal Shirt,Elegant,Excellent,Brown,Satisfied,Formal
7373,4,4,Joggers,Stylish,Good,Yellow,Dissatisfied,Streetwear
7203,3,3,Hoodie,Stylish,Good,Pink,Dissatisfied,Streetwear
3208,5,5,Suit,Elegant,Excellent,White,Satisfied,Formal
5364,3,2,Maxi Dress,Artistic,Excellent,Purple,Satisfied,Bohemian
7765,5,3,Snapback,Bold Graphics,Excellent,Brown,Dissatisfied,Streetwear
6329,2,4,Hoodie,Bold Graphics,Excellent,White,Dissatisfied,Streetwear
9663,4,2,Yoga Pants,Stylish,Average,Gray,Dissatisfied,Athleisure
6603,5,4,Joggers,Stylish,Good,Yellow,Dissatisfied,Streetwear
1353,3,2,Athletic Jacket,Simple,Good,Brown,Dissatisfied,Casual
1787,3,2,Formal Shirt,Simple,Good,Navy,Dissatisfied,Casual
4745,5,4,Embroidered Skirt,Artistic,Good,Black,Dissatisfied,Bohemian
2458,5,5,Tuxedo,Elegant,Excellent,Yellow,Satisfied,Formal
2283,5,5,Tuxedo,Elegant,Excellent,Pink,Satisfied,Formal
3386,4,5,Tuxedo,Elegant,Excellent,Brown,Dissatisfied,Formal
9127,5,1,Yoga Pants,Stylish,Good,White,Satisfied,Athleisure
2877,5,4,Suit,Elegant,Excellent,Navy,Satisfied,Formal
9498,3,1,Sweat-wicking Tee,Stylish,Good,Red,Satisfied,Athleisure
5129,3,2,Embroidered Skirt,Artistic,Excellent,White,Satisfied,Bohemian
2735,4,4,Suit,Elegant,Excellent,Green,Satisfied,Formal
5122,5,4,Maxi Dress,Artistic,Good,Pink,Satisfied,Bohemian
2083,4,4,Suit,Elegant,Excellent,Beige,Dissatisfied,Formal
2926,5,5,Tuxedo,Elegant,Excellent,Floral,Dissatisfied,Formal
821,3,1,Tuxedo,Artistic,Average,Floral,Satisfied,Casual
300,3,2,Evening Dress,Artistic,Good,Yellow,Satisfied,Casual
3363,5,4,Formal Shirt,Elegant,Excellent,Beige,Satisfied,Formal
1187,5,1,Casual Dress,Simple,Good,Beige,Dissatisfied,Casual
4518,3,3,Embroidered Skirt,Artistic,Excellent,Red,Dissatisfied,Bohemian
3435,5,5,Suit,Elegant,Excellent,Yellow,Satisfied,Formal
6852,5,3,Snapback,Bold Graphics,Good,Beige,Satisfied,Streetwear
8063,5,3,Sweat-wicking Tee,Stylish,Good,Gray,Satisfied,Athleisure
8067,4,3,Sweat-wicking Tee,Stylish,Average,Yellow,Satisfied,Athleisure
3159,5,4,Suit,Elegant,Excellent,Blue,Satisfied,Formal
3090,4,5,Formal Shirt,Elegant,Excellent,Pink,Dissatisfied,Formal
6030,4,4,Hoodie,Bold Graphics,Excellent,Black,Satisfied,Streetwear
258,3,1,Polo Shirt,Simple,Good,Blue,Satisfied,Casual
5917,4,3,Embroidered Skirt,Artistic,Excellent,Red,Dissatisfied,Bohemian
9316,5,1,Leggings,Bold Graphics,Good,Pink,Dissatisfied,Athleisure
1126,5,1,Maxi Skirt,Artistic,Average,Gray,Dissatisfied,Casual
3910,5,5,Tuxedo,Elegant,Excellent,Floral,Dissatisfied,Formal
4970,5,3,Embroidered Skirt,Artistic,Good,Red,Satisfied,Bohemian
607,3,2,Sweatpants,Artistic,Average,Yellow,Dissatisfied,Casual
2570,5,5,Formal Shirt,Elegant,Excellent,Floral,Satisfied,Formal
5827,4,4,Maxi Dress,Artistic,Good,Beige,Dissatisfied,Bohemian
4960,3,4,Boho Blouse,Artistic,Excellent,Pink,Satisfied,Bohemian
6418,3,4,Hoodie,Stylish,Excellent,Brown,Satisfied,Streetwear
3271,5,5,Tuxedo,Elegant,Excellent,Blue,Satisfied,Formal
3822,4,5,Tuxedo,Elegant,Excellent,Green,Dissatisfied,Formal
4697,4,2,Maxi Dress,Artistic,Good,Brown,Satisfied,Bohemian
5875,5,4,Embroidered Skirt,Artistic,Excellent,Floral,Satisfied,Bohemian
1795,4,2,Shorts,Artistic,Average,Green,Dissatisfied,Casual
9230,5,3,Sweat-wicking Tee,Stylish,Good,Beige,Satisfied,Athleisure
8138,5,3,Yoga Pants,Bold Graphics,Average,Navy,Satisfied,Athleisure
1010,5,2,Dress Shirt,Simple,Good,Yellow,Dissatisfied,Casual
4726,3,2,Embroidered Skirt,Artistic,Excellent,Red,Satisfied,Bohemian
8016,5,2,Sweat-wicking Tee,Stylish,Average,Green,Dissatisfied,Athleisure
880,4,2,Running Shoes,Simple,Good,Gray,Dissatisfied,Casual
5826,5,4,Boho Blouse,Artistic,Good,Black,Satisfied,Bohemian
566,3,2,Gown,Artistic,Good,Gray,Satisfied,Casual
5982,4,2,Embroidered Skirt,Artistic,Excellent,Red,Dissatisfied,Bohemian
8211,5,1,Yoga Pants,Bold Graphics,Average,Blue,Satisfied,Athleisure
8790,4,2,Sweat-wicking Tee,Stylish,Good,Brown,Satisfied,Athleisure
820,4,2,Joggers,Artistic,Good,Brown,Satisfied,Casual
9953,3,3,Sweat-wicking Tee,Bold Graphics,Average,Red,Dissatisfied,Athleisure
7456,4,4,Snapback,Bold Graphics,Good,Gray,Satisfied,Streetwear
1991,3,3,Sport Shorts,Simple,Good,Green,Satisfied,Casual
1977,5,1,Sports Bra,Artistic,Good,Yellow,Satisfied,Casual
1339,4,1,Evening Dress,Artistic,Average,Blue,Satisfied,Casual
5069,3,3,Maxi Dress,Artistic,Excellent,Pink,Satisfied,Bohemian
1633,3,2,Polo Shirt,Artistic,Average,Beige,Dissatisfied,Casual
1792,3,2,Leggings,Artistic,Average,Green,Satisfied,Casual
4005,4,2,Embroidered Skirt,Artistic,Excellent,Navy,Satisfied,Bohemian
5131,5,4,Boho Blouse,Artistic,Excellent,Green,Dissatisfied,Bohemian
6903,4,4,Snapback,Bold Graphics,Excellent,Beige,Dissatisfied,Streetwear
5860,4,2,Boho Blouse,Artistic,Good,Brown,Satisfied,Bohemian
7451,5,3,Hoodie,Stylish,Good,Pink,Dissatisfied,Streetwear
2490,4,4,Tuxedo,Elegant,Excellent,Gray,Satisfied,Formal
8933,5,1,Leggings,Bold Graphics,Average,Floral,Dissatisfied,Athleisure
3989,5,5,Tuxedo,Elegant,Excellent,Red,Satisfied,Formal
3237,4,4,Formal Shirt,Elegant,Excellent,Floral,Dissatisfied,Formal
1690,5,1,Graphic Tee,Simple,Average,Beige,Satisfied,Casual
9433,5,2,Sweat-wicking Tee,Stylish,Good,Green,Dissatisfied,Athleisure
3421,4,5,Tuxedo,Elegant,Excellent,Yellow,Dissatisfied,Formal
6406,3,3,Snapback,Stylish,Good,Blue,Dissatisfied,Streetwear
9974,4,2,Yoga Pants,Bold Graphics,Good,Pink,Satisfied,Athleisure
6488,4,3,Hoodie,Bold Graphics,Excellent,Blue,Dissatisfied,Streetwear
2168,4,5,Suit,Elegant,Excellent,Black,Dissatisfied,Formal
8080,3,1,Sweat-wicking Tee,Stylish,Good,Floral,Dissatisfied,Athleisure
3057,5,4,Formal Shirt,Elegant,Excellent,Navy,Dissatisfied,Formal
7907,2,4,Hoodie,Stylish,Excellent,Beige,Dissatisfied,Streetwear
9252,3,1,Leggings,Bold Graphics,Average,Yellow,Satisfied,Athleisure
4879,5,4,Boho Blouse,Artistic,Excellent,Floral,Satisfied,Bohemian
6051,2,4,Snapback,Stylish,Excellent,White,Satisfied,Streetwear
5905,4,2,Boho Blouse,Artistic,Good,White,Satisfied,Bohemian
1448,3,3,Flowy Skirt,Simple,Average,Green,Satisfied,Casual
7863,5,3,Hoodie,Bold Graphics,Good,Floral,Dissatisfied,Streetwear
6045,4,3,Hoodie,Stylish,Excellent,White,Satisfied,Streetwear
9255,4,3,Leggings,Stylish,Average,Pink,Satisfied,Athleisure
7438,3,3,Hoodie,Stylish,Good,Gray,Dissatisfied,Streetwear
4870,4,3,Maxi Dress,Artistic,Excellent,White,Dissatisfied,Bohemian
4195,4,3,Maxi Dress,Artistic,Good,Green,Dissatisfied,Bohemian
895,4,3,Running Shoes,Simple,Good,Purple,Satisfied,Casual
590,5,1,Graphic Tee,Simple,Average,Blue,Dissatisfied,Casual
5708,3,4,Boho Blouse,Artistic,Good,Green,Dissatisfied,Bohemian
7736,5,3,Joggers,Stylish,Excellent,Navy,Dissatisfied,Streetwear
4025,4,4,Boho Blouse,Artistic,Good,Black,Dissatisfied,Bohemian
205,3,2,Crochet Top,Simple,Average,Brown,Dissatisfied,Casual
4570,5,4,Maxi Dress,Artistic,Excellent,Black,Dissatisfied,Bohemian
9183,5,1,Leggings,Stylish,Good,Floral,Satisfied,Athleisure
6168,3,3,Joggers,Bold Graphics,Excellent,White,Satisfied,Streetwear
6268,4,3,Joggers,Bold Graphics,Good,Beige,Dissatisfied,Streetwear
5788,3,4,Embroidered Skirt,Artistic,Good,Beige,Dissatisfied,Bohemian
3311,4,5,Tuxedo,Elegant,Excellent,White,Satisfied,Formal
1747,3,2,Tank Top,Simple,Good,Gray,Satisfied,Casual
5955,4,2,Boho Blouse,Artistic,Excellent,Floral,Dissatisfied,Bohemian
4111,4,2,Embroidered Skirt,Artistic,Good,Brown,Dissatisfied,Bohemian
4816,3,3,Maxi Dress,Artistic,Excellent,Brown,Dissatisfied,Bohemian
1157,3,3,Sweat-wicking Tee,Artistic,Good,Yellow,Satisfied,Casual
2276,4,5,Formal Shirt,Elegant,Excellent,Pink,Dissatisfied,Formal
9093,3,1,Yoga Pants,Bold Graphics,Good,Yellow,Dissatisfied,Athleisure
9555,5,1,Sweat-wicking Tee,Stylish,Average,Yellow,Dissatisfied,Athleisure
7019,5,3,Hoodie,Stylish,Excellent,Navy,Satisfied,Streetwear
1706,5,1,Sports Bra,Simple,Good,White,Satisfied,Casual
5446,5,3,Maxi Dress,Artistic,Good,Brown,Dissatisfied,Bohemian
3238,4,5,Tuxedo,Elegant,Excellent,Green,Dissatisfied,Formal
9595,5,1,Leggings,Stylish,Average,Black,Dissatisfied,Athleisure
6997,5,4,Joggers,Stylish,Good,Gray,Satisfied,Streetwear
7364,2,3,Snapback,Bold Graphics,Excellent,Pink,Satisfied,Streetwear
3824,4,5,Formal Shirt,Elegant,Excellent,Yellow,Dissatisfied,Formal
177,4,3,Track Pants,Artistic,Average,Navy,Satisfied,Casual
3781,5,5,Tuxedo,Elegant,Excellent,Green,Satisfied,Formal
2313,4,4,Formal Shirt,Elegant,Excellent,Green,Dissatisfied,Formal
9520,3,1,Sweat-wicking Tee,Bold Graphics,Average,Navy,Dissatisfied,Athleisure
4883,3,2,Maxi Dress,Artistic,Good,Navy,Dissatisfied,Bohemian
4967,3,2,Boho Blouse,Artistic,Good,Floral,Dissatisfied,Bohemian
2792,5,5,Tuxedo,Elegant,Excellent,Green,Satisfied,Formal
8029,4,2,Leggings,Stylish,Average,Red,Satisfied,Athleisure
8602,5,3,Sweat-wicking Tee,Bold Graphics,Average,Blue,Satisfied,Athleisure
5879,5,3,Maxi Dress,Artistic,Excellent,White,Satisfied,Bohemian
2449,4,5,Suit,Elegant,Excellent,Navy,Satisfied,Formal
3703,4,5,Formal Shirt,Elegant,Excellent,Gray,Dissatisfied,Formal
3531,5,4,Formal Shirt,Elegant,Excellent,Floral,Dissatisfied,Formal
7519,5,4,Snapback,Bold Graphics,Excellent,Pink,Satisfied,Streetwear
8068,5,1,Yoga Pants,Stylish,Average,White,Satisfied,Athleisure
5897,5,4,Maxi Dress,Artistic,Good,Red,Satisfied,Bohemian
8928,5,2,Sweat-wicking Tee,Bold Graphics,Average,Gray,Dissatisfied,Athleisure
6777,2,3,Hoodie,Bold Graphics,Excellent,Floral,Dissatisfied,Streetwear
3863,5,4,Tuxedo,Elegant,Excellent,Yellow,Dissatisfied,Formal
112,5,1,Jeans,Simple,Average,Gray,Dissatisfied,Casual
8460,3,1,Sweat-wicking Tee,Stylish,Average,Floral,Dissatisfied,Athleisure
5586,5,2,Boho Blouse,Artistic,Excellent,Black,Satisfied,Bohemian
3942,4,5,Tuxedo,Elegant,Excellent,Floral,Dissatisfied,Formal
2482,5,5,Tuxedo,Elegant,Excellent,Navy,Dissatisfied,Formal
8828,5,3,Sweat-wicking Tee,Bold Graphics,Good,Black,Satisfied,Athleisure
6787,3,4,Snapback,Bold Graphics,Good,Gray,Satisfied,Streetwear
5334,4,4,Maxi Dress,Artistic,Excellent,Blue,Satisfied,Bohemian
6623,3,4,Hoodie,Bold Graphics,Excellent,White,Dissatisfied,Streetwear
4754,5,3,Embroidered Skirt,Artistic,Good,Black,Dissatisfied,Bohemian
902,5,3,Leggings,Simple,Average,Pink,Dissatisfied,Casual
8748,5,3,Yoga Pants,Bold Graphics,Good,Navy,Dissatisfied,Athleisure
6687,5,4,Hoodie,Stylish,Excellent,Pink,Dissatisfied,Streetwear
2710,4,5,Suit,Elegant,Excellent,White,Dissatisfied,Formal
1396,4,1,T-shirt,Artistic,Good,Purple,Satisfied,Casual
4737,3,3,Maxi Dress,Artistic,Excellent,Yellow,Dissatisfied,Bohemian
759,4,1,Maxi Dress,Artistic,Average,Yellow,Satisfied,Casual
4905,3,3,Embroidered Skirt,Artistic,Good,Green,Satisfied,Bohemian
9591,5,3,Sweat-wicking Tee,Stylish,Average,Red,Satisfied,Athleisure
8133,4,3,Leggings,Stylish,Average,White,Satisfied,Athleisure
6133,4,3,Hoodie,Stylish,Excellent,Beige,Dissatisfied,Streetwear
275,5,3,Graphic Tee,Simple,Good,Pink,Dissatisfied,Casual
4292,4,4,Maxi Dress,Artistic,Good,Beige,Satisfied,Bohemian
9283,4,3,Sweat-wicking Tee,Bold Graphics,Good,Beige,Dissatisfied,Athleisure
3851,5,5,Tuxedo,Elegant,Excellent,Purple,Dissatisfied,Formal
2633,4,5,Formal Shirt,Elegant,Excellent,Pink,Satisfied,Formal
8450,5,1,Yoga Pants,Stylish,Average,Floral,Satisfied,Athleisure
5997,4,3,Boho Blouse,Artistic,Good,Blue,Satisfied,Bohemian
890,5,3,Dress Shirt,Artistic,Good,Pink,Dissatisfied,Casual
1612,5,2,Boho Blouse,Simple,Good,Navy,Satisfied,Casual
4230,5,2,Boho Blouse,Artistic,Good,Purple,Satisfied,Bohemian
1948,5,3,Tunic,Artistic,Average,Blue,Dissatisfied,Casual
6423,4,3,Joggers,Stylish,Good,Gray,Satisfied,Streetwear
589,3,1,Button-up Shirt,Simple,Average,Green,Dissatisfied,Casual
818,3,3,Compression Leggings,Simple,Average,Green,Satisfied,Casual
2477,4,5,Tuxedo,Elegant,Excellent,Gray,Dissatisfied,Formal
4492,4,3,Boho Blouse,Artistic,Excellent,Gray,Dissatisfied,Bohemian
1555,5,3,Sweatpants,Artistic,Good,Pink,Satisfied,Casual
1385,5,2,Fringe Dress,Artistic,Good,Floral,Satisfied,Casual
1983,5,3,Leggings,Artistic,Average,Pink,Satisfied,Casual
6985,5,3,Snapback,Bold Graphics,Excellent,Purple,Dissatisfied,Streetwear
8921,5,1,Leggings,Bold Graphics,Good,Yellow,Satisfied,Athleisure
1898,4,1,Flowy Skirt,Artistic,Average,Blue,Satisfied,Casual
4599,3,2,Boho Blouse,Artistic,Excellent,White,Satisfied,Bohemian
1888,4,2,Fringe Dress,Artistic,Average,Beige,Dissatisfied,Casual
8988,5,2,Yoga Pants,Bold Graphics,Good,Blue,Dissatisfied,Athleisure
441,4,2,Running Shoes,Simple,Average,Pink,Satisfied,Casual
1029,5,3,Athletic Jacket,Simple,Good,Blue,Satisfied,Casual
1410,4,1,Formal Shirt,Artistic,Good,Green,Dissatisfied,Casual
8505,5,1,Yoga Pants,Stylish,Average,Green,Satisfied,Athleisure
8566,3,3,Leggings,Stylish,Average,Black,Dissatisfied,Athleisure
6951,3,3,Snapback,Stylish,Good,Red,Satisfied,Streetwear
6477,5,4,Snapback,Stylish,Excellent,Navy,Dissatisfied,Streetwear
364,3,3,Track Jacket,Artistic,Average,Brown,Satisfied,Casual
9278,3,2,Sweat-wicking Tee,Stylish,Good,Navy,Dissatisfied,Athleisure
9469,5,2,Sweat-wicking Tee,Stylish,Good,Yellow,Dissatisfied,Athleisure
9304,5,2,Leggings,Stylish,Good,Pink,Satisfied,Athleisure
9292,4,2,Sweat-wicking Tee,Bold Graphics,Good,Blue,Dissatisfied,Athleisure
9574,4,2,Yoga Pants,Stylish,Average,White,Satisfied,Athleisure
6668,2,3,Hoodie,Bold Graphics,Excellent,White,Dissatisfied,Streetwear
5554,5,4,Maxi Dress,Artistic,Good,Navy,Satisfied,Bohemian
1286,3,3,Sweatpants,Simple,Average,White,Satisfied,Casual
5244,3,3,Embroidered Skirt,Artistic,Excellent,Gray,Dissatisfied,Bohemian
1179,3,2,Tunic,Artistic,Good,Brown,Satisfied,Casual
7392,4,4,Joggers,Bold Graphics,Good,Green,Dissatisfied,Streetwear
9444,5,1,Sweat-wicking Tee,Bold Graphics,Good,White,Dissatisfied,Athleisure
8885,3,2,Sweat-wicking Tee,Stylish,Average,Pink,Satisfied,Athleisure
3840,5,4,Suit,Elegant,Excellent,Navy,Dissatisfied,Formal
8372,4,2,Yoga Pants,Bold Graphics,Average,Yellow,Dissatisfied,Athleisure
6704,4,3,Joggers,Bold Graphics,Excellent,Beige,Satisfied,Streetwear
3980,5,5,Suit,Elegant,Excellent,Brown,Dissatisfied,Formal
4836,5,3,Boho Blouse,Artistic,Good,Black,Satisfied,Bohemian
7901,2,3,Joggers,Stylish,Good,Beige,Satisfied,Streetwear
4383,3,2,Embroidered Skirt,Artistic,Excellent,Yellow,Dissatisfied,Bohemian
4202,3,3,Maxi Dress,Artistic,Excellent,Pink,Satisfied,Bohemian
2290,4,5,Tuxedo,Elegant,Excellent,Black,Dissatisfied,Formal
2178,5,4,Suit,Elegant,Excellent,Floral,Dissatisfied,Formal
3550,5,5,Formal Shirt,Elegant,Excellent,Pink,Satisfied,Formal
1304,3,2,Track Pants,Simple,Average,Green,Dissatisfied,Casual
3819,5,5,Formal Shirt,Elegant,Excellent,Green,Satisfied,Formal
2647,5,5,Suit,Elegant,Excellent,Blue,Dissatisfied,Formal
4108,3,4,Maxi Dress,Artistic,Good,Blue,Dissatisfied,Bohemian
